Time_ps;T_300;T_600
0,79;0,146180391311646;0,519975125789642
0,8;0,15202921628952;0,526488900184631
0,81;0,156380087137222;0,534826517105103
0,82;0,159355252981186;0,545921564102173
0,83;0,156467571854591;0,558395802974701
0,84;0,147037744522095;0,575088143348694
0,85;0,136774718761444;0,600368499755859
0,86;0,130182564258575;0,61808305978775
0,87;0,13145449757576;0,61534857749939
0,88;0,134186342358589;0,598182082176209
0,89;0,132505774497986;0,581675171852112
0,9;0,135839506983757;0,575255870819092
0,91;0,146068170666695;0,576723158359528
0,92;0,155587583780289;0,585548579692841
0,93;0,15924508869648;0,602548003196716
0,94;0,161376342177391;0,6282679438591
0,95;0,167858377099037;0,658540785312653
0,96;0,172574937343597;0,679300427436829
0,97;0,169777318835258;0,68258672952652
0,98;0,161873638629913;0,668495297431946
0,99;0,157780691981316;0,651776671409607
1;0,159775450825691;0,641679883003235
1,01;0,161062151193619;0,638324975967407
1,02;0,155948415398598;0,638583123683929
1,03;0,147404178977013;0,639598429203033
1,04;0,144137412309647;0,642705082893372
1,05;0,141977697610855;0,651220738887787
1,06;0,14022596180439;0,663912236690521
1,07;0,134517624974251;0,675899684429169
1,08;0,135220751166344;0,686154305934906
1,09;0,135248333215714;0,691218674182892
1,1;0,134707078337669;0,689352035522461
1,11;0,136646166443825;0,683020055294037
1,12;0,140534773468971;0,677001237869263
1,13;0,146050110459328;0,673242688179016
1,14;0,15484593808651;0,667649447917938
1,15;0,16956689953804;0,663368344306946
1,16;0,183609277009964;0,657795488834381
1,17;0,191966354846954;0,647388219833374
1,18;0,192040964961052;0,637659013271332
1,19;0,187021702528;0,628142774105072
1,2;0,180859044194222;0,61738508939743
1,21;0,173145741224289;0,611076891422272
1,22;0,161105737090111;0,615537285804749
1,23;0,152811646461487;0,633656859397888
1,24;0,148758739233017;0,657626390457153
1,25;0,149895116686821;0,67463082075119
1,26;0,154344037175179;0,679549872875214
1,27;0,160484835505486;0,680042028427124
1,28;0,166223630309105;0,674871444702148
1,29;0,171836227178574;0,668020606040955
1,3;0,173503682017326;0,661823630332947
1,31;0,173545211553574;0,648601949214935
1,32;0,169803082942963;0,630344033241272
1,33;0,162232041358948;0,617563903331757
1,34;0,157949000597;0,621310114860535
1,35;0,159046724438667;0,630889236927032
1,36;0,165343880653381;0,640022397041321
1,37;0,170958086848259;0,6534743309021
1,38;0,171933501958847;0,666249454021454
1,39;0,171623468399048;0,671108424663544
1,4;0,172446846961975;0,674689054489136
1,41;0,174331396818161;0,678738117218018
1,42;0,17340387403965;0,68421745300293
1,43;0,168357670307159;0,69404149055481
1,44;0,162582769989967;0,703650176525116
1,45;0,157412171363831;0,704282104969025
1,46;0,155147269368172;0,694875061511993
1,47;0,154034450650215;0,684848546981812
1,48;0,158528819680214;0,680999934673309
1,49;0,169673636555672;0,684558629989624
1,5;0,181368619203568;0,691417992115021
1,51;0,191145524382591;0,697281301021576
1,52;0,191244840621948;0,692217350006104
1,53;0,1852126121521;0,677100360393524
1,54;0,18263566493988;0,664382517337799
1,55;0,181838497519493;0,663256704807281
1,56;0,179283231496811;0,669366359710693
1,57;0,17547895014286;0,675136387348175
1,58;0,170576557517052;0,681850910186768
1,59;0,160459876060486;0,691079676151276
1,6;0,148734882473946;0,697591483592987
1,61;0,139152199029922;0,701551914215088
1,62;0,136547803878784;0,707239508628845
1,63;0,13568677008152;0,705447733402252
1,64;0,136159524321556;0,702608168125153
1,65;0,138633370399475;0,701236307621002
1,66;0,143960654735565;0,695978462696075
1,67;0,147752359509468;0,682180106639862
1,68;0,153862208127975;0,666354298591614
1,69;0,162251934409142;0,65741240978241
1,7;0,16936768591404;0,658645749092102
1,71;0,170133709907532;0,668411672115326
1,72;0,160632401704788;0,677258193492889
1,73;0,150511488318443;0,680246293544769
1,74;0,150519490242004;0,677809059619904
1,75;0,157288432121277;0,670295476913452
1,76;0,163697823882103;0,662935197353363
1,77;0,172010719776154;0,658072948455811
1,78;0,177573144435883;0,653915584087372
1,79;0,17893323302269;0,655834794044495
1,8;0,177080884575844;0,666387021541595
1,81;0,171680569648743;0,674787878990173
1,82;0,16462904214859;0,676017165184021
1,83;0,153847709298134;0,66990339756012
1,84;0,145731374621391;0,662322878837585
1,85;0,137501433491707;0,65998500585556
1,86;0,127860680222511;0,65801078081131
1,87;0,123095877468586;0,65004026889801
1,88;0,127323806285858;0,637510776519775
1,89;0,136785000562668;0,632915318012238
1,9;0,151251569390297;0,641293287277222
1,91;0,165993005037308;0,65244722366333
1,92;0,171280667185783;0,654078483581543
1,93;0,174767211079597;0,652443945407867
1,94;0,174237713217735;0,656773388385773
1,95;0,173031747341156;0,661988496780396
1,96;0,177811473608017;0,666739642620087
1,97;0,183803141117096;0,666411519050598
1,98;0,187025293707848;0,661164224147797
1,99;0,189223185181618;0,651088833808899
2;0,18640261888504;0,644221603870392
2,01;0,184767261147499;0,647217810153961
2,02;0,184899523854256;0,656755566596985
2,03;0,184149846434593;0,671855509281158
2,04;0,1885926425457;0,692826271057129
2,05;0,190134644508362;0,708051204681396
2,06;0,187093317508698;0,70878267288208
2,07;0,185008972883224;0,704999804496765
2,08;0,178760975599289;0,698965907096863
2,09;0,175767615437508;0,695246398448944
2,1;0,177437216043472;0,693428099155426
2,11;0,178669676184654;0,691977739334106
2,12;0,178759783506393;0,691484749317169
2,13;0,175260037183762;0,688370227813721
2,14;0,175678849220276;0,691087961196899
2,15;0,182233557105064;0,709242165088654
2,16;0,19085893034935;0,732939779758453
2,17;0,20112232863903;0,745680391788483
2,18;0,209007501602173;0,74715656042099
2,19;0,209979593753815;0,743003010749817
2,2;0,206242829561234;0,735132575035095
2,21;0,196431264281273;0,731228470802307
2,22;0,191771358251572;0,732706367969513
2,23;0,194673970341682;0,73646605014801
2,24;0,198073446750641;0,739870250225067
2,25;0,202480837702751;0,744684278964996
2,26;0,206623464822769;0,75211888551712
2,27;0,213371500372887;0,759130477905273
2,28;0,221246629953384;0,765637099742889
2,29;0,226028844714165;0,768163740634918
2,3;0,230746582150459;0,7626873254776
2,31;0,230661138892174;0,751801609992981
2,32;0,222414493560791;0,735420763492584
2,33;0,211171299219131;0,719718873500824
2,34;0,19712521135807;0,710258305072784
2,35;0,187072739005089;0,704904675483704
2,36;0,175411954522133;0,703474938869476
2,37;0,168696999549866;0,708700716495514
2,38;0,17013892531395;0,713533520698547
2,39;0,171067669987679;0,714975953102112
2,4;0,172577440738678;0,718015432357788
2,41;0,178490042686462;0,723290264606476
2,42;0,185687080025673;0,728818953037262
2,43;0,19316665828228;0,722317397594452
2,44;0,193159237504005;0,703254282474518
2,45;0,187945008277893;0,682585000991821
2,46;0,179646357893944;0,666285574436188
2,47;0,166783973574638;0,659167408943176
2,48;0,163287788629532;0,659790992736816
2,49;0,167257770895958;0,655922114849091
2,5;0,175819382071495;0,644861161708832
2,51;0,186016052961349;0,637189567089081
2,52;0,185088336467743;0,635634958744049
2,53;0,17987534403801;0,640604913234711
2,54;0,171538829803467;0,64753395318985
2,55;0,165600582957268;0,64803022146225
2,56;0,165230065584183;0,634004890918732
2,57;0,163174539804459;0,617356300354004
2,58;0,161094561219215;0,608226716518402
2,59;0,155472278594971;0,610879361629486
2,6;0,147227764129639;0,618913292884827
2,61;0,146149963140488;0,621703565120697
2,62;0,145590960979462;0,617668211460114
2,63;0,149421393871307;0,607726573944092
2,64;0,159881338477135;0,60034853219986
2,65;0,16779987514019;0,596771061420441
2,66;0,169253930449486;0,601165175437927
2,67;0,16972154378891;0,617938637733459
2,68;0,169686332345009;0,639104008674622
2,69;0,172203555703163;0,654523253440857
2,7;0,17495284974575;0,658918917179108
2,71;0,177909463644028;0,65617048740387
2,72;0,177078366279602;0,657504796981812
2,73;0,17071621119976;0,665624380111694
2,74;0,166959345340729;0,678257524967194
2,75;0,170712500810623;0,685771584510803
2,76;0,178048446774483;0,686641275882721
2,77;0,187261343002319;0,680237889289856
2,78;0,195012077689171;0,67182868719101
2,79;0,198999404907227;0,670453011989594
2,8;0,200240433216095;0,676661610603333
2,81;0,201346665620804;0,683539867401123
2,82;0,203911766409874;0,681386291980743
2,83;0,208626851439476;0,677404046058655
2,84;0,212166085839272;0,676356852054596
2,85;0,214926853775978;0,678768515586853
2,86;0,218082904815674;0,679779708385468
2,87;0,215995490550995;0,68584007024765
2,88;0,212088972330093;0,68919163942337
2,89;0,208398669958115;0,686019122600555
2,9;0,205352082848549;0,683380126953125
2,91;0,205890253186226;0,677760004997253
2,92;0,207572758197784;0,668497920036316
2,93;0,208819940686226;0,665490567684174
2,94;0,21191668510437;0,671295166015625
2,95;0,213268533349037;0,680546998977661
2,96;0,213443204760551;0,686155021190643
2,97;0,214519068598747;0,689817845821381
2,98;0,218073263764381;0,696537852287292
2,99;0,224349126219749;0,706431984901428
3;0,229373320937157;0,719132542610168
3,01;0,236301511526108;0,72956645488739
3,02;0,242551699280739;0,738127827644348
3,03;0,244940385222435;0,746267139911652
3,04;0,247179865837097;0,757287263870239
3,05;0,248914524912834;0,774089872837067
3,06;0,24925896525383;0,790178537368774
3,07;0,246975779533386;0,803371787071228
3,08;0,238072782754898;0,814184188842773
3,09;0,223285317420959;0,824888825416565
3,1;0,210675537586212;0,837247252464294
3,11;0,199944049119949;0,853744447231293
3,12;0,192780986428261;0,874217867851257
3,13;0,18976679444313;0,888883471488953
3,14;0,190683335065842;0,896452009677887
3,15;0,191375926136971;0,900451064109802
3,16;0,188870817422867;0,898991703987122
3,17;0,184558883309364;0,893167316913605
3,18;0,180119022727013;0,886430442333221
3,19;0,177810609340668;0,877162337303162
3,2;0,180206745862961;0,865073442459106
3,21;0,184950545430183;0,855189681053162
3,22;0,191833004355431;0,846699595451355
3,23;0,194644674658775;0,837845087051392
3,24;0,194034665822983;0,823519349098206
3,25;0,193226233124733;0,810101926326752
3,26;0,19311586022377;0,80520087480545
3,27;0,196079477667809;0,804874897003174
3,28;0,196646332740784;0,806956648826599
3,29;0,193245857954025;0,804582417011261
3,3;0,188203111290932;0,796608209609985
3,31;0,180542916059494;0,788017451763153
3,32;0,172967597842216;0,78430837392807
3,33;0,164590448141098;0,786671757698059
3,34;0,165360748767853;0,788343131542206
3,35;0,170271173119545;0,789191901683807
3,36;0,172261506319046;0,792205095291138
3,37;0,16980504989624;0,791316032409668
3,38;0,165934070944786;0,789331018924713
3,39;0,168213844299316;0,785728454589844
3,4;0,177829921245575;0,780348777770996
3,41;0,189126938581467;0,776926577091217
3,42;0,193694964051247;0,778885006904602
3,43;0,186378538608551;0,783291518688202
3,44;0,17298686504364;0,787102878093719
3,45;0,161409839987755;0,786822438240051
3,46;0,152788400650024;0,783854126930237
3,47;0,153154894709587;0,780708491802216
3,48;0,157241612672806;0,781675577163696
3,49;0,155227214097977;0,786853730678558
3,5;0,157822966575623;0,789100527763367
3,51;0,167097061872482;0,786417365074158
3,52;0,178306892514229;0,778117060661316
3,53;0,188255727291107;0,764084339141846
3,54;0,200872734189034;0,756734430789948
3,55;0,213119372725487;0,757856965065002
3,56;0,220612540841103;0,757288575172424
3,57;0,224123865365982;0,751384139060974
3,58;0,224489480257034;0,739490509033203
3,59;0,225668042898178;0,719908177852631
3,6;0,227498888969421;0,696814954280853
3,61;0,23124572634697;0,681719958782196
3,62;0,235569596290588;0,67450213432312
3,63;0,237187296152115;0,667605519294739
3,64;0,240072652697563;0,663623869419098
3,65;0,241966485977173;0,661349236965179
3,66;0,243650063872337;0,656475841999054
3,67;0,241822898387909;0,647523939609528
3,68;0,234956294298172;0,633349120616913
3,69;0,223959758877754;0,615685045719147
3,7;0,213707849383354;0,598161816596985
3,71;0,207074597477913;0,593731164932251
3,72;0,206565245985985;0,596933305263519
3,73;0,20867908000946;0,601276934146881
3,74;0,21214571595192;0,602254927158356
3,75;0,217832490801811;0,597254276275635
3,76;0,22006168961525;0,589248716831207
3,77;0,222203746438026;0,579373359680176
3,78;0,226954787969589;0,578691601753235
3,79;0,233713135123253;0,588503539562225
3,8;0,240278363227844;0,602561771869659
3,81;0,243450850248337;0,608643114566803
3,82;0,243634819984436;0,608160793781281
3,83;0,244789525866508;0,596940994262695
3,84;0,242890775203705;0,581869781017303
3,85;0,240767151117325;0,573687791824341
3,86;0,23754009604454;0,574997425079346
3,87;0,235802695155144;0,578770399093628
3,88;0,231969743967056;0,580701410770416
3,89;0,22691248357296;0,583141624927521
3,9;0,22354893386364;0,58182555437088
3,91;0,222938045859337;0,581627190113068
3,92;0,221280872821808;0,589155077934265
3,93;0,220785349607468;0,599939107894897
3,94;0,221855714917183;0,611388981342316
3,95;0,22162552177906;0,621812760829926
3,96;0,216520935297012;0,626068472862244
3,97;0,207802876830101;0,619374513626099
3,98;0,197119548916817;0,605268359184265
3,99;0,191586509346962;0,594960331916809
4;0,187365233898163;0,592265129089355
4,01;0,184048563241959;0,593595862388611
4,02;0,182877987623215;0,596408426761627
4,03;0,185649454593658;0,596520662307739
4,04;0,188761591911316;0,594479739665985
4,05;0,193481683731079;0,597633361816406
4,06;0,198311001062393;0,608406841754913
4,07;0,202794075012207;0,623541355133057
4,08;0,2097427546978;0,638828277587891
4,09;0,210548251867294;0,649531185626984
4,1;0,209763929247856;0,652166783809662
4,11;0,208013534545898;0,646611213684082
4,12;0,208564847707748;0,639013409614563
4,13;0,212680473923683;0,639365315437317
4,14;0,222432717680931;0,642751514911652
4,15;0,235239177942276;0,644096314907074
4,16;0,245472088456154;0,641321003437042
4,17;0,248184069991112;0,636563718318939
4,18;0,239185884594917;0,632256984710693
4,19;0,227119311690331;0,632974207401276
4,2;0,215951502323151;0,636080622673035
4,21;0,204828068614006;0,636491358280182
4,22;0,189130395650864;0,63466602563858
4,23;0,173102289438248;0,633579313755035
4,24;0,161541402339935;0,635584592819214
4,25;0,152230635285378;0,639991760253906
4,26;0,146613389253616;0,644391059875488
4,27;0,144609674811363;0,645308613777161
4,28;0,147348418831825;0,643641352653503
4,29;0,152891561388969;0,639527916908264
4,3;0,160832107067108;0,631267189979553
4,31;0,16795802116394;0,613516330718994
4,32;0,176676079630852;0,600197553634644
4,33;0,185674548149109;0,597223997116089
4,34;0,194356769323349;0,60151994228363
4,35;0,206599459052086;0,613820493221283
4,36;0,22242183983326;0,629218280315399
4,37;0,236716955900192;0,644423186779022
4,38;0,242885708808899;0,655526161193848
4,39;0,240715801715851;0,656414151191711
4,4;0,235884353518486;0,645688116550446
4,41;0,234576031565666;0,625943303108215
4,42;0,235227555036545;0,607480764389038
4,43;0,234576612710953;0,594505190849304
4,44;0,234264895319939;0,588247656822205
4,45;0,232530876994133;0,591893553733826
4,46;0,228520557284355;0,601962924003601
4,47;0,225112408399582;0,61327862739563
4,48;0,223386242985725;0,615997016429901
4,49;0,224158376455307;0,615000069141388
4,5;0,229172676801682;0,610677301883698
4,51;0,237462848424912;0,6043381690979
4,52;0,245996534824371;0,599887371063232
4,53;0,254114866256714;0,599765539169312
4,54;0,257545053958893;0,605216443538666
4,55;0,257683426141739;0,616679906845093
4,56;0,256786197423935;0,627877771854401
4,57;0,256342768669128;0,634976327419281
4,58;0,252416878938675;0,638590574264526
4,59;0,244402825832367;0,637372195720673
4,6;0,238717496395111;0,629990935325623
4,61;0,234876409173012;0,618535041809082
4,62;0,234111905097961;0,609273195266724
4,63;0,234331995248795;0,602620303630829
4,64;0,232446163892746;0,599478721618652
4,65;0,228668913245201;0,602548718452454
4,66;0,22071735560894;0,609827995300293
4,67;0,210601672530174;0,618557810783386
4,68;0,204838052392006;0,623687148094177
4,69;0,202811032533646;0,619253993034363
4,7;0,203263580799103;0,616044580936432
4,71;0,209934771060944;0,622787117958069
4,72;0,220384374260902;0,634672880172729
4,73;0,233282253146172;0,643584847450256
4,74;0,241693720221519;0,638372302055359
4,75;0,24472014605999;0,617847621440887
4,76;0,244799047708511;0,599313378334045
4,77;0,243455499410629;0,590449392795563
4,78;0,241819009184837;0,596769571304321
4,79;0,240190044045448;0,614296436309814
4,8;0,235989645123482;0,631566882133484
4,81;0,232495650649071;0,647208631038666
4,82;0,231182843446732;0,657008588314056
4,83;0,23020438849926;0,66689270734787
4,84;0,230909317731857;0,675305068492889
4,85;0,230603992938995;0,682247281074524
4,86;0,22720168530941;0,689802825450897
4,87;0,219169169664383;0,695379316806793
4,88;0,209519192576408;0,698363423347473
4,89;0,201150089502335;0,700199723243713
4,9;0,196291983127594;0,699233293533325
4,91;0,196944534778595;0,695860028266907
4,92;0,203610524535179;0,696198523044586
4,93;0,208441182971001;0,695657193660736
4,94;0,208663448691368;0,695742547512054
4,95;0,204744264483452;0,699737250804901
4,96;0,192909702658653;0,700652122497559
4,97;0,184256359934807;0,693596243858337
4,98;0,18361359834671;0,677564024925232
4,99;0,188178181648254;0,659832954406738
5;0,193822771310806;0,639390826225281
5,01;0,194359242916107;0,620815873146057
5,02;0,1887526512146;0,60600209236145
5,03;0,181434005498886;0,600912988185883
5,04;0,181224927306175;0,607366561889648
5,05;0,186641991138458;0,623219788074493
5,06;0,194958999752998;0,63777756690979
5,07;0,19980663061142;0,645309150218964
5,08;0,198503404855728;0,649912416934967
5,09;0,19261746108532;0,661355018615723
5,1;0,188019379973412;0,678446590900421
5,11;0,188534200191498;0,692592322826386
5,12;0,193616911768913;0,697543799877167
5,13;0,199320986866951;0,692479193210602
5,14;0,20873162150383;0,68388831615448
5,15;0,219859257340431;0,673113465309143
5,16;0,227839291095734;0,664238154888153
5,17;0,231862455606461;0,660911917686462
5,18;0,236552819609642;0,661811113357544
5,19;0,243126258254051;0,667308688163757
5,2;0,25138846039772;0,679743647575378
5,21;0,255324363708496;0,696883738040924
5,22;0,256855517625809;0,712661266326904
5,23;0,258048921823502;0,725163638591766
5,24;0,260223656892776;0,740043103694916
5,25;0,264112770557404;0,749745666980743
5,26;0,271407335996628;0,74278861284256
5,27;0,276464223861694;0,72877424955368
5,28;0,274268746376038;0,713446259498596
5,29;0,268067538738251;0,703689992427826
5,3;0,262072622776031;0,699722647666931
5,31;0,260649889707565;0,700002312660217
5,32;0,262481480836868;0,700084924697876
5,33;0,262139558792114;0,700173497200012
5,34;0,261538594961166;0,700398981571198
5,35;0,261487543582916;0,704447746276855
5,36;0,261618137359619;0,717080473899841
5,37;0,259546160697937;0,72494250535965
5,38;0,258072555065155;0,723120033740997
5,39;0,257880598306656;0,714300870895386
5,4;0,257493436336517;0,702567160129547
5,41;0,251421988010406;0,690759122371674
5,42;0,243657484650612;0,69124561548233
5,43;0,233113408088684;0,705977082252502
5,44;0,220146328210831;0,726163923740387
5,45;0,210742264986038;0,749448359012604
5,46;0,20676963031292;0,768180370330811
5,47;0,206296145915985;0,776343703269959
5,48;0,205484509468079;0,780350804328918
5,49;0,208838120102882;0,787753224372864
5,5;0,210725143551826;0,787896633148193
5,51;0,21409660577774;0,773031949996948
5,52;0,218576595187187;0,759399354457855
5,53;0,222929298877716;0,749248802661896
5,54;0,224276974797249;0,742525577545166
5,55;0,223923102021217;0,73885303735733
5,56;0,222971081733704;0,735373139381409
5,57;0,222918570041656;0,729068875312805
5,58;0,222141250967979;0,722455263137817
5,59;0,22136577963829;0,714876115322113
5,6;0,224056869745255;0,701696574687958
5,61;0,225310444831848;0,685534179210663
5,62;0,227100253105164;0,671720266342163
5,63;0,231160327792168;0,653996288776398
5,64;0,233921453356743;0,632635176181793
5,65;0,238810956478119;0,609639823436737
5,66;0,242131918668747;0,592490136623383
5,67;0,241752207279205;0,595799744129181
5,68;0,236511945724487;0,618196189403534
5,69;0,227160647511482;0,642639994621277
5,7;0,213180616497993;0,65493243932724
5,71;0,197650715708733;0,652790904045105
5,72;0,182054787874222;0,643572330474854
5,73;0,171635136008263;0,643873751163483
5,74;0,167233362793922;0,657257914543152
5,75;0,16566513478756;0,67153000831604
5,76;0,168908089399338;0,680157661437988
5,77;0,169559746980667;0,68547910451889
5,78;0,161383554339409;0,689336478710175
5,79;0,155367836356163;0,68889182806015
5,8;0,150408029556274;0,681903898715973
5,81;0,14783938229084;0,674551129341125
5,82;0,143267795443535;0,670163929462433
5,83;0,143340215086937;0,674266636371613
5,84;0,152734518051147;0,685255110263824
5,85;0,165334865450859;0,691334187984467
5,86;0,180455908179283;0,683679938316345
5,87;0,1947281062603;0,669663548469543
5,88;0,203053042292595;0,66117250919342
5,89;0,211644694209099;0,660962879657745
5,9;0,218290969729424;0,662919104099274
5,91;0,222956523299217;0,662716925144196
5,92;0,224525853991508;0,661197245121002
5,93;0,222396329045296;0,656854510307312
5,94;0,217003554105759;0,64870148897171
5,95;0,212302833795547;0,639277100563049
5,96;0,209909528493881;0,628803670406342
5,97;0,209797844290733;0,620160043239594
5,98;0,210968136787415;0,621898829936981
5,99;0,212578043341637;0,62801718711853
6;0,219551742076874;0,642308294773102
6,01;0,224486723542213;0,661038041114807
6,02;0,226764485239983;0,677348852157593
6,03;0,227950125932693;0,689091384410858
6,04;0,231870979070663;0,705933511257172
6,05;0,238839611411095;0,731593549251556
6,06;0,247014194726944;0,757238030433655
6,07;0,256051510572433;0,772515714168549
6,08;0,264221966266632;0,779072999954224
6,09;0,266905844211578;0,776890814304352
6,1;0,265507936477661;0,763489067554474
6,11;0,263595551252365;0,748663485050201
6,12;0,261800318956375;0,738447725772858
6,13;0,260806977748871;0,728492558002472
6,14;0,262210607528687;0,720815658569336
6,15;0,26473793387413;0,721918940544128
6,16;0,266673922538757;0,736337721347809
6,17;0,265301495790482;0,753357470035553
6,18;0,259912520647049;0,761588931083679
6,19;0,252239793539047;0,754767775535584
6,2;0,244729787111282;0,741103708744049
6,21;0,241476848721504;0,72335547208786
6,22;0,240362510085106;0,707275748252869
6,23;0,243625298142433;0,700973570346832
6,24;0,251473098993301;0,699408352375031
6,25;0,262136936187744;0,692573010921478
6,26;0,272655159235001;0,694535136222839
6,27;0,279903084039688;0,706373989582062
6,28;0,278484702110291;0,716833889484406
6,29;0,273280501365662;0,72401088476181
6,3;0,268061101436615;0,722761452198029
6,31;0,263491094112396;0,71667468547821
6,32;0,25706484913826;0,713554739952087
6,33;0,250153213739395;0,708079516887665
6,34;0,24446664750576;0,700043797492981
6,35;0,238774687051773;0,69096851348877
6,36;0,232460036873817;0,680302739143372
6,37;0,225056752562523;0,683710515499115
6,38;0,218294456601143;0,69973224401474
6,39;0,215690165758133;0,71244341135025
6,4;0,21889528632164;0,720932900905609
6,41;0,227557092905045;0,727295100688934
6,42;0,236565604805946;0,731145083904266
6,43;0,242822349071503;0,733724236488342
6,44;0,247596502304077;0,734451174736023
6,45;0,25313076376915;0,736401975154877
6,46;0,260075062513351;0,738463461399078
6,47;0,264028757810593;0,740430593490601
6,48;0,263758808374405;0,738295555114746
6,49;0,264241218566895;0,730097234249115
6,5;0,265275865793228;0,720450639724731
6,51;0,26809099316597;0,714064657688141
6,52;0,269485473632813;0,707133948802948
6,53;0,264909654855728;0,705176174640656
6,54;0,255368202924728;0,705303728580475
6,55;0,242548003792763;0,700645625591278
6,56;0,229759991168976;0,691066861152649
6,57;0,214969396591187;0,685638785362244
6,58;0,196607187390327;0,678497672080994
6,59;0,174794718623161;0,665843188762665
6,6;0,155147060751915;0,655254244804382
6,61;0,138901323080063;0,652952790260315
6,62;0,131342902779579;0,654958426952362
6,63;0,131850153207779;0,656279742717743
6,64;0,140644073486328;0,664239048957825
6,65;0,1539386510849;0,674033224582672
6,66;0,168466806411743;0,676010549068451
6,67;0,18346494436264;0,672590911388397
6,68;0,19115637242794;0,661415100097656
6,69;0,190320312976837;0,640546441078186
6,7;0,186044856905937;0,627899646759033
6,71;0,186047926545143;0,626877307891846
6,72;0,194499343633652;0,633233308792114
6,73;0,210007548332214;0,638637900352478
6,74;0,229637637734413;0,640013635158539
6,75;0,246729254722595;0,641691386699677
6,76;0,258235633373261;0,644844532012939
6,77;0,263953000307083;0,643109560012817
6,78;0,264382749795914;0,642317533493042
6,79;0,260134011507034;0,648125946521759
6,8;0,255680918693542;0,651933133602142
6,81;0,253799051046371;0,652468681335449
6,82;0,252564191818237;0,658756792545319
6,83;0,2552869617939;0,662776172161102
6,84;0,258721798658371;0,66035008430481
6,85;0,262637287378311;0,656548976898193
6,86;0,263126015663147;0,650233924388886
6,87;0,260835736989975;0,639347434043884
6,88;0,259809881448746;0,626345872879028
6,89;0,260814428329468;0,617975413799286
6,9;0,261886894702911;0,616904973983765
6,91;0,263842403888702;0,625926971435547
6,92;0,262987077236176;0,641080856323242
6,93;0,262388586997986;0,655814170837402
6,94;0,259472966194153;0,663461744785309
6,95;0,254349768161774;0,661967933177948
6,96;0,250780761241913;0,663527607917786
6,97;0,249867931008339;0,666400015354156
6,98;0,252526372671127;0,666394352912903
